"See how to configure app <a target=""_blank"" href=""https://amasty.com/docs/doku.php?id=magento_2:social_login#twitter"">here</a>.","See how to configure app <a target=""_blank"" href=""https://amasty.com/docs/doku.php?id=magento_2:social_login#twitter"">here</a>."
"Valid Callback URL","Valid Callback URL"
Instagram,Instagram
"See how to configure app <a target=""_blank"" href=""https://amasty.com/docs/doku.php?id=magento_2:social_login#instagram"">here</a>.","See how to configure app <a target=""_blank"" href=""https://amasty.com/docs/doku.php?id=magento_2:social_login#instagram"">here</a>."
LinkedIn,LinkedIn
"See how to configure app <a target=""_blank"" href=""https://amasty.com/docs/doku.php?id=magento_2:social_login#linkedin"">here</a>.","See how to configure app <a target=""_blank"" href=""https://amasty.com/docs/doku.php?id=magento_2:social_login#linkedin"">here</a>."
Amazon,Amazon
"See how to configure app <a target=""_blank"" href=""https://amasty.com/docs/doku.php?id=magento_2:social_login#amazon"">here</a>.","See how to configure app <a target=""_blank"" href=""https://amasty.com/docs/doku.php?id=magento_2:social_login#amazon"">here</a>."
Paypal,Paypal
"See how to configure app <a target=""_blank"" href=""https://amasty.com/docs/doku.php?id=magento_2:social_login#paypal"">here</a>.","See how to configure app <a target=""_blank"" href=""https://amasty.com/docs/doku.php?id=magento_2:social_login#paypal"">here</a>."
"Abandoned Cart Email","Abandoned Cart Email"
Status,Status
"Power it with the Abandoned Cart Emails Extension. See more details <a target=""_blank"" href=""https://amasty.com/magento-2-abandoned-cart-emails.html?utm_source=extension&utm_medium=backend&utm_campaign=social_to_acart_m2"">here</a>.","Power it with the Abandoned Cart Emails Extension. See more details <a target=""_blank"" href=""https://amasty.com/magento-2-abandoned-cart-emails.html?utm_source=extension&utm_medium=backend&utm_campaign=social_to_acart_m2"">here</a>."
"Login type","Login type"
